Event Number,City,Event Name,Latitude,Longitude,Popularity,Start Date,Start Time,Venue
75,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (March 19, 2011)",36.1038329,-114.9346083,0.069404,2011-03-19,22:30:00,"Encore Theatre, Wynn Las Vegas"
76,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (March 25, 2011)",36.1038329,-114.9346083,0.069404,2011-03-25,22:30:00,"Encore Theatre, Wynn Las Vegas"
77,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (March 26, 2011)",36.1038329,-114.9346083,0.069404,2011-03-26,22:30:00,"Encore Theatre, Wynn Las Vegas"
78,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (April 8, 2011)",36.1038329,-114.9346083,0.069404,2011-04-08,22:30:00,"Encore Theatre, Wynn Las Vegas"
79,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (April 9, 2011)",36.1038329,-114.9346083,0.069404,2011-04-09,22:30:00,"Encore Theatre, Wynn Las Vegas"
80,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (June 3, 2011)",36.1038329,-114.9346083,0.069404,2011-06-03,22:30:00,"Encore Theatre, Wynn Las Vegas"
81,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (June 4, 2011)",36.1038329,-114.9346083,0.069404,2011-06-04,22:30:00,"Encore Theatre, Wynn Las Vegas"
82,"Las Vegas, NV, US","Garth Brooks at Wynn Las Vegas Hotel & Casino (June 23, 2011)",36.1294702,-115.1649668,0.071607,2011-06-23,20:00:00,Wynn Las Vegas Hotel & Casino
83,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (June 24, 2011)",36.1038329,-114.9346083,0.069404,2011-06-24,22:30:00,"Encore Theatre, Wynn Las Vegas"
84,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (June 25, 2011)",36.1038329,-114.9346083,0.069404,2011-06-25,22:30:00,"Encore Theatre, Wynn Las Vegas"
85,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (July 22, 2011)",36.1038329,-114.9346083,0.069404,2011-07-22,22:30:00,"Encore Theatre, Wynn Las Vegas"
86,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (July 23, 2011)",36.1038329,-114.9346083,0.069404,2011-07-23,22:30:00,"Encore Theatre, Wynn Las Vegas"
87,"Las Vegas, NV, US","Garth Brooks at Wynn Las Vegas Hotel & Casino (August 19, 2011)",36.1294702,-115.1649668,0.071607,2011-08-19,22:30:00,Wynn Las Vegas Hotel & Casino
88,"Las Vegas, NV, US","Garth Brooks at Wynn Las Vegas Hotel & Casino (August 20, 2011)",36.1294702,-115.1649668,0.071607,2011-08-20,22:30:00,Wynn Las Vegas Hotel & Casino
89,"Las Vegas, NV, US","Garth Brooks at Wynn Las Vegas Hotel & Casino (September 9, 2011)",36.1294702,-115.1649668,0.071607,2011-09-09,22:30:00,Wynn Las Vegas Hotel & Casino
90,"Las Vegas, NV, US","Garth Brooks at Wynn Las Vegas Hotel & Casino (September 10, 2011)",36.1294702,-115.1649668,0.071607,2011-09-10,20:00:00,Wynn Las Vegas Hotel & Casino
91,"Las Vegas, NV, US","Garth Brooks at Wynn Las Vegas Hotel & Casino (September 23, 2011)",36.1294702,-115.1649668,0.071607,2011-09-23,22:30:00,Wynn Las Vegas Hotel & Casino
92,"Las Vegas, NV, US","Garth Brooks at Wynn Las Vegas Hotel & Casino (September 24, 2011)",36.1294702,-115.1649668,0.071607,2011-09-24,22:30:00,Wynn Las Vegas Hotel & Casino
93,"Las Vegas, NV, US","Garth Brooks at Wynn Las Vegas Hotel & Casino (October 7, 2011)",36.1294702,-115.1649668,0.071607,2011-10-07,20:00:00,Wynn Las Vegas Hotel & Casino
94,"Las Vegas, NV, US","Garth Brooks at Wynn Las Vegas Hotel & Casino (October 8, 2011)",36.1294702,-115.1649668,0.071607,2011-10-08,22:30:00,Wynn Las Vegas Hotel & Casino
95,"Las Vegas, NV, US","Garth Brooks at Wynn Las Vegas Hotel & Casino (October 21, 2011)",36.1294702,-115.1649668,0.071607,2011-10-21,22:30:00,Wynn Las Vegas Hotel & Casino
96,"Las Vegas, NV, US","Garth Brooks at Wynn Las Vegas Hotel & Casino (October 22, 2011)",36.1294702,-115.1649668,0.071607,2011-10-22,20:00:00,Wynn Las Vegas Hotel & Casino
97,"Indianapolis, IN, US","Garth Brooks, Reba McEntire, and The Band Perry at Bankers Life Fieldhouse (October 23, 2011)",39.7640468,-86.1554765,0.153015,2011-10-23,None,Bankers Life Fieldhouse
98,"Las Vegas, NV, US","Garth Brooks at Wynn Las Vegas Hotel & Casino (November 4, 2011)",36.1294702,-115.1649668,0.071607,2011-11-04,20:00:00,Wynn Las Vegas Hotel & Casino
99,"Las Vegas, NV, US","Garth Brooks at Wynn Las Vegas Hotel & Casino (November 5, 2011)",36.1294702,-115.1649668,0.071607,2011-11-05,20:00:00,Wynn Las Vegas Hotel & Casino
100,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (December 2, 2011)",36.1038329,-114.9346083,0.069404,2011-12-02,22:30:00,"Encore Theatre, Wynn Las Vegas"
101,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (December 3, 2011)",36.1038329,-114.9346083,0.069404,2011-12-03,22:30:00,"Encore Theatre, Wynn Las Vegas"
102,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (January 5, 2012)",36.1038329,-114.9346083,0.069404,2012-01-05,20:00:00,"Encore Theatre, Wynn Las Vegas"
103,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (January 6, 2012)",36.1038329,-114.9346083,0.069404,2012-01-06,22:30:00,"Encore Theatre, Wynn Las Vegas"
104,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (January 7, 2012)",36.1038329,-114.9346083,0.069404,2012-01-07,22:30:00,"Encore Theatre, Wynn Las Vegas"
105,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (January 27, 2012)",36.1038329,-114.9346083,0.069404,2012-01-27,22:30:00,"Encore Theatre, Wynn Las Vegas"
106,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (January 28, 2012)",36.1038329,-114.9346083,0.069404,2012-01-28,22:30:00,"Encore Theatre, Wynn Las Vegas"
107,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (February 3, 2012)",36.1038329,-114.9346083,0.069404,2012-02-03,None,"Encore Theatre, Wynn Las Vegas"
108,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (February 4, 2012)",36.1038329,-114.9346083,0.069404,2012-02-04,None,"Encore Theatre, Wynn Las Vegas"
109,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (February 10, 2012)",36.1038329,-114.9346083,0.069404,2012-02-10,None,"Encore Theatre, Wynn Las Vegas"
110,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (February 11, 2012)",36.1038329,-114.9346083,0.069404,2012-02-11,None,"Encore Theatre, Wynn Las Vegas"
111,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (February 17, 2012)",36.1038329,-114.9346083,0.069404,2012-02-17,22:30:00,"Encore Theatre, Wynn Las Vegas"
112,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (February 18, 2012)",36.1038329,-114.9346083,0.069404,2012-02-18,22:30:00,"Encore Theatre, Wynn Las Vegas"
113,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (February 24, 2012)",36.1038329,-114.9346083,0.069404,2012-02-24,None,"Encore Theatre, Wynn Las Vegas"
114,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (February 25, 2012)",36.1038329,-114.9346083,0.069404,2012-02-25,None,"Encore Theatre, Wynn Las Vegas"
115,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (March 2, 2012)",36.1038329,-114.9346083,0.069404,2012-03-02,22:30:00,"Encore Theatre, Wynn Las Vegas"
116,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (March 3, 2012)",36.1038329,-114.9346083,0.069404,2012-03-03,22:30:00,"Encore Theatre, Wynn Las Vegas"
117,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (March 9, 2012)",36.1038329,-114.9346083,0.069404,2012-03-09,None,"Encore Theatre, Wynn Las Vegas"
118,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (March 10, 2012)",36.1038329,-114.9346083,0.069404,2012-03-10,None,"Encore Theatre, Wynn Las Vegas"
119,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (March 16, 2012)",36.1038329,-114.9346083,0.069404,2012-03-16,None,"Encore Theatre, Wynn Las Vegas"
120,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (March 17, 2012)",36.1038329,-114.9346083,0.069404,2012-03-17,None,"Encore Theatre, Wynn Las Vegas"
121,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (March 23, 2012)",36.1038329,-114.9346083,0.069404,2012-03-23,None,"Encore Theatre, Wynn Las Vegas"
122,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (March 24, 2012)",36.1038329,-114.9346083,0.069404,2012-03-24,None,"Encore Theatre, Wynn Las Vegas"
123,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (March 30, 2012)",36.1038329,-114.9346083,0.069404,2012-03-30,22:30:00,"Encore Theatre, Wynn Las Vegas"
124,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (March 31, 2012)",36.1038329,-114.9346083,0.069404,2012-03-31,22:30:00,"Encore Theatre, Wynn Las Vegas"
125,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (April 6, 2012)",36.1038329,-114.9346083,0.069404,2012-04-06,None,"Encore Theatre, Wynn Las Vegas"
126,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (April 7, 2012)",36.1038329,-114.9346083,0.069404,2012-04-07,None,"Encore Theatre, Wynn Las Vegas"
127,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (April 13, 2012)",36.1038329,-114.9346083,0.069404,2012-04-13,None,"Encore Theatre, Wynn Las Vegas"
128,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (April 14, 2012)",36.1038329,-114.9346083,0.069404,2012-04-14,None,"Encore Theatre, Wynn Las Vegas"
129,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (April 20, 2012)",36.1038329,-114.9346083,0.069404,2012-04-20,22:30:00,"Encore Theatre, Wynn Las Vegas"
130,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (April 21, 2012)",36.1038329,-114.9346083,0.069404,2012-04-21,22:30:00,"Encore Theatre, Wynn Las Vegas"
131,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (April 27, 2012)",36.1038329,-114.9346083,0.069404,2012-04-27,None,"Encore Theatre, Wynn Las Vegas"
132,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (April 28, 2012)",36.1038329,-114.9346083,0.069404,2012-04-28,None,"Encore Theatre, Wynn Las Vegas"
133,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (May 4, 2012)",36.1038329,-114.9346083,0.069404,2012-05-04,None,"Encore Theatre, Wynn Las Vegas"
134,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (May 5, 2012)",36.1038329,-114.9346083,0.069404,2012-05-05,None,"Encore Theatre, Wynn Las Vegas"
135,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (May 11, 2012)",36.1038329,-114.9346083,0.069404,2012-05-11,None,"Encore Theatre, Wynn Las Vegas"
136,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (May 12, 2012)",36.1038329,-114.9346083,0.069404,2012-05-12,None,"Encore Theatre, Wynn Las Vegas"
137,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (May 18, 2012)",36.1038329,-114.9346083,0.069404,2012-05-18,None,"Encore Theatre, Wynn Las Vegas"
138,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (May 19, 2012)",36.1038329,-114.9346083,0.069404,2012-05-19,None,"Encore Theatre, Wynn Las Vegas"
139,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (May 25, 2012)",36.1038329,-114.9346083,0.069404,2012-05-25,None,"Encore Theatre, Wynn Las Vegas"
140,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (May 26, 2012)",36.1038329,-114.9346083,0.069404,2012-05-26,None,"Encore Theatre, Wynn Las Vegas"
141,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (June 1, 2012)",36.1038329,-114.9346083,0.069404,2012-06-01,None,"Encore Theatre, Wynn Las Vegas"
142,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (June 2, 2012)",36.1038329,-114.9346083,0.069404,2012-06-02,None,"Encore Theatre, Wynn Las Vegas"
